,DATE (LT),REGION,COUNTRY,INCIDENT TYPE,VESSEL TYPE,MAERSK?,VESSEL ACTIVITY LOCATION,LAT,LONG,TIME OF DAY,ATTACKS,ATTACK SUCCESS,YEAR,MONTH,WEEK,DAY,WEEKDAY,YEAR_MONTH
207,2015-11-14,South East Asia,Vietnam,Armed robbery at anchorage,Container ship,0,Anchorage,10.2333333333333,107.03333333333299,Night,1,1,2015,11,46,14,5,2015-11
206,2015-11-14,East Africa,Somalia,Other maritime risk,Container ship,0,Off shore,-0.3633333333333329,46.055,Morning,1,1,2015,11,46,14,5,2015-11
205,2015-11-15,West Africa,Nigeria,Other maritime risk,Unknown vessel type,0,Unknown,6.5803952777777805,3.93688194444444,Afternoon,1,1,2015,11,46,15,6,2015-11
204,2015-11-18,Americas,Haiti,Armed robbery at anchorage,General cargo vessel,0,Anchorage,18.559166666666698,-71.6128333333333,Night,1,1,2015,11,47,18,2,2015-11
203,2015-11-18,West Africa,Congo,"Failed attack, robbery",Product tanker,0,Anchorage,-3.25,11.816666666666698,Evening,1,0,2015,11,47,18,2,2015-11
202,2015-11-19,South Asia,Bangladesh,Kidnap/ransom at sea,Fishing vessel,0,Off shore,21.4499158333333,90.1833344444445,Unknown,1,1,2015,11,47,19,3,2015-11
201,2015-11-20,East Africa,Somalia,Other maritime risk,Unknown vessel type,0,Off shore,13.2,48.9686666666667,Morning,1,1,2015,11,47,20,4,2015-11
200,2015-11-20,South East Asia,Indonesia,"Failed attack, robbery",Tug,0,Off shore,1.176,103.675833333333,Morning,1,0,2015,11,47,20,4,2015-11
199,2015-11-21,East Africa,Somalia,Suspicious activity at sea,Merchant vessel,0,Off shore,9.869666666666669,55.2666666666667,Afternoon,1,0,2015,11,47,21,5,2015-11
198,2015-11-22,East Africa,Somalia,Hijacking at sea,Fishing vessel,0,Off shore,6.26666666666667,53.5,Afternoon,1,1,2015,11,47,22,6,2015-11
197,2015-11-23,South East Asia,New Zealand,Other maritime risk,Other,0,Berth,-40.7136969444444,174.80999,Morning,1,1,2015,11,48,23,0,2015-11
196,2015-11-23,East Africa,Somalia,Suspicious activity at sea,Unknown vessel type,0,Off shore,12.217666666666698,45.814666666666696,Morning,1,0,2015,11,48,23,0,2015-11
195,2015-11-25,South Asia,India,"Failed attack, robbery",Bulk carrier,0,Anchorage,17.05,82.4,Night,1,0,2015,11,48,25,2,2015-11
194,2015-11-26,West Africa,Nigeria,Kidnap/ransom at sea,General cargo vessel,0,Off shore,4.0333333333333306,6.0,Evening,1,1,2015,11,48,26,3,2015-11
193,2015-12-01,West Africa,Congo,"Failed attack, robbery",Tug,0,Anchorage,-3.25,11.833333333333302,Night,1,0,2015,12,49,1,1,2015-12
192,2015-12-02,South Asia,India,Armed robbery at anchorage,Crude oil tanker,0,Anchorage,22.663333333333302,69.965,Morning,1,1,2015,12,49,2,2,2015-12
191,2015-12-03,South East Asia,Thailand,Hijacking at sea,Fishing vessel,0,Off shore,6.36197694444444,99.9817655555556,Unknown,1,1,2015,12,49,3,3,2015-12
190,2015-12-04,South East Asia,Vietnam,Armed robbery at anchorage,Bulk carrier,0,Anchorage,20.7,107.166666666667,Evening,1,1,2015,12,49,4,4,2015-12
189,2015-12-05,Eastern Mediterranean,Turkey,Anti-piracy/naval operation,Unknown vessel type,0,Unknown,41.3005205555556,36.342515833333294,Unknown,1,0,2015,12,49,5,5,2015-12
188,2015-12-05,West Africa,Congo,"Failed attack, theft",Bulk carrier,0,Anchorage,-3.235,11.793333333333301,Night,1,0,2015,12,49,5,5,2015-12
184,2015-12-08,South East Asia,Indonesia,"Failed attack, theft",Chemical tanker,0,Anchorage,3.9516666666666698,98.7883333333333,Afternoon,1,0,2015,12,50,8,1,2015-12
186,2015-12-08,South East Asia,Indonesia,Theft at anchorage,Bulk carrier,0,Anchorage,3.9527777777777797,117.602777777778,Night,1,1,2015,12,50,8,1,2015-12
185,2015-12-08,North East Asia,China,"Failed attack, theft",Bulk carrier,0,Anchorage,38.7,118.8,Night,1,0,2015,12,50,8,1,2015-12
187,2015-12-08,North East Asia,China,"Failed attack, robbery",Bulk carrier,0,Anchorage,38.77833333333329,118.39333333333299,Night,1,0,2015,12,50,8,1,2015-12
183,2015-12-09,South Asia,Bangladesh,Kidnap/ransom at sea,Unknown vessel type,0,Unknown,21.749295833333303,89.32983388888891,Unknown,1,1,2015,12,50,9,2,2015-12
182,2015-12-11,West Africa,Nigeria,Kidnap/ransom at berth,Unknown vessel type,0,Berth,5.515797222222219,5.72473527777778,Unknown,1,1,2015,12,50,11,4,2015-12
181,2015-12-11,West Africa,Nigeria,Armed robbery at sea,Passenger vessel,0,Off shore,4.5219391666666695,7.0058441666666695,Evening,1,1,2015,12,50,11,4,2015-12
180,2015-12-12,South East Asia,Philippines,Theft at anchorage,Container ship,0,Anchorage,14.6545430555556,120.801544166667,Morning,1,1,2015,12,50,12,5,2015-12
179,2015-12-12,West Africa,Cote D'Ivoire,Suspicious activity at sea,Tanker,0,Off shore,0.933333333333333,-6.7833333333333306,Morning,1,0,2015,12,50,12,5,2015-12
178,2015-12-14,West Africa,Nigeria,Anti-piracy/naval operation,Unknown vessel type,0,Unknown,4.43639222222222,7.22562555555556,Unknown,1,0,2015,12,51,14,0,2015-12
177,2015-12-14,North East Asia,China,Armed robbery at anchorage,Bulk carrier,0,Anchorage,38.81,118.33,Night,1,1,2015,12,51,14,0,2015-12
176,2015-12-15,South East Asia,Vietnam,Theft at anchorage,Container ship,0,Anchorage,10.2383333333333,107.023333333333,Morning,1,1,2015,12,51,15,1,2015-12
175,2015-12-16,West Africa,Congo,Armed robbery at anchorage,General cargo vessel,0,Anchorage,-4.15333333333333,13.43,Night,1,1,2015,12,51,16,2,2015-12
174,2015-12-16,South East Asia,Vietnam,Theft at anchorage,Bulk carrier,0,Anchorage,20.9908719444444,107.267417777778,Night,1,1,2015,12,51,16,2,2015-12
173,2015-12-18,West Africa,Nigeria,Other maritime risk,Unknown vessel type,0,Unknown,4.63829611111111,7.926635555555559,Unknown,1,1,2015,12,51,18,4,2015-12
172,2015-12-18,South East Asia,Philippines,"Failed attack, robbery",Bulk carrier,0,Off shore,5.95,119.833333333333,Afternoon,1,0,2015,12,51,18,4,2015-12
171,2015-12-19,South East Asia,Philippines,Theft at anchorage,Container ship,0,Anchorage,14.583333333333302,120.816666666667,Night,1,1,2015,12,51,19,5,2015-12
170,2015-12-20,East Africa,Djibouti,Suspicious activity at sea,Merchant vessel,0,Off shore,13.083333333333302,42.95,Morning,1,0,2015,12,51,20,6,2015-12
169,2015-12-21,West Africa,Nigeria,Armed robbery at sea,Passenger vessel,0,Off shore,4.50347888888889,6.81775805555556,Morning,1,1,2015,12,52,21,0,2015-12
168,2015-12-22,South East Asia,Australia,Theft at anchorage,Container ship,0,Anchorage,14.621058333333302,120.67588805555599,Night,1,1,2015,12,52,22,1,2015-12
167,2015-12-22,West Africa,Nigeria,Hijacking at sea,Unknown vessel type,0,Off shore,4.48157361111111,7.818887222222219,Morning,1,1,2015,12,52,22,1,2015-12
166,2015-12-23,West Africa,Nigeria,Armed robbery at sea,Passenger vessel,0,Off shore,4.521563888888889,6.246757499999999,Afternoon,1,1,2015,12,52,23,2,2015-12
165,2015-12-24,South Asia,Bangladesh,Kidnap/ransom at sea,Unknown vessel type,0,Off shore,21.616579444444397,89.95056138888891,Unknown,1,1,2015,12,52,24,3,2015-12
164,2015-12-24,South Asia,India,Theft at anchorage,Product tanker,0,Anchorage,22.766666666666698,70.0333333333333,Morning,1,1,2015,12,52,24,3,2015-12
163,2015-12-25,South Asia,Bangladesh,Kidnap/ransom at sea,General cargo vessel,0,Off shore,22.6630975,90.8163097222222,Morning,1,1,2015,12,52,25,4,2015-12
162,2015-12-27,West Africa,Nigeria,"Failed attack, robbery",Product tanker,0,Anchorage,5.44253861111111,5.06729138888889,Unknown,1,0,2015,12,52,27,6,2015-12
161,2015-12-27,South East Asia,Indonesia,"Failed attack, theft",Bulk carrier,0,Anchorage,-2.275,114.43,Evening,1,0,2015,12,52,27,6,2015-12
160,2015-12-29,North East Asia,China,"Failed attack, theft",Bulk carrier,0,Anchorage,38.795,118.27,Night,1,0,2015,12,53,29,1,2015-12
159,2015-12-29,West Africa,Nigeria,"Failed attack, theft",Product tanker,0,Berth,6.436026944444441,3.3765449999999997,Morning,1,0,2015,12,53,29,1,2015-12
158,2015-12-30,South Asia,India,Theft at anchorage,Tanker,0,Anchorage,22.6166666666667,69.9166666666667,Unknown,1,1,2015,12,53,30,2,2015-12
157,2015-12-31,West Africa,Nigeria,"Failed attack, theft",Supply vessel,0,Berth,4.68333333333333,7.16666666666667,Night,1,0,2015,12,53,31,3,2015-12
39,2016-01-01,North East Asia,China,Theft at anchorage,Bulk carrier,0,Anchorage,38.7103744444444,118.04260249999999,Afternoon,1,1,2016,1,53,1,4,2016-01
38,2016-01-02,South East Asia,Malaysia,"Failed attack, hijacking",Fishing vessel,0,Off shore,1.3629058333333302,103.26825500000001,Unknown,1,0,2016,1,53,2,5,2016-01
37,2016-01-02,South East Asia,Vietnam,Other maritime risk,Fishing vessel,0,Unknown,17.5897033333333,107.83973694444401,Unknown,1,1,2016,1,53,2,5,2016-01
36,2016-01-04,West Africa,Congo,"Failed attack, theft",Merchant vessel,0,Anchorage,-3.2377002777777797,11.842575,Evening,1,0,2016,1,1,4,0,2016-01
35,2016-01-05,South East Asia,Vietnam,Theft at anchorage,Bulk carrier,0,Anchorage,20.6875,107.17555555555599,Night,1,1,2016,1,1,5,1,2016-01
33,2016-01-07,South Asia,India,Theft at anchorage,General cargo vessel,0,Anchorage,22.8166666666667,70.0833333333333,Evening,1,1,2016,1,1,7,3,2016-01
34,2016-01-07,South East Asia,Vietnam,Armed robbery at anchorage,Bulk carrier,0,Anchorage,20.716666666666697,107.15,Night,1,1,2016,1,1,7,3,2016-01
32,2016-01-08,Eastern Mediterranean,Egypt,"Terrorist attack, other, maritime",Unknown vessel type,0,Unknown,27.215961388888896,33.8392752777778,Unknown,1,1,2016,1,1,8,4,2016-01
31,2016-01-09,West Africa,Nigeria,Counter insurgency/military operation,Unknown vessel type,0,Unknown,4.98333333333333,8.41666666666667,Morning,1,1,2016,1,1,9,5,2016-01
30,2016-01-09,South East Asia,Singapore,Anti-piracy/naval operation,Unknown vessel type,0,Unknown,1.31638888888889,104.24888888888901,Morning,1,0,2016,1,1,9,5,2016-01
29,2016-01-09,West Africa,Nigeria,"Failed attack, robbery",Other,0,Off shore,4.41666666666667,5.58333333333333,Afternoon,1,0,2016,1,1,9,5,2016-01
28,2016-01-10,North Africa,Libya,"Terrorist attack, other, maritime",Unknown vessel type,0,Unknown,30.9529169444444,20.1087327777778,Unknown,1,1,2016,1,1,10,6,2016-01
27,2016-01-11,South Asia,India,Theft at anchorage,Bulk carrier,0,Anchorage,22.7805555555556,69.9833333333333,Evening,1,1,2016,1,2,11,0,2016-01
26,2016-01-11,South Asia,India,"Failed attack, robbery",Product tanker,0,Anchorage,23.0241738888889,70.2331680555556,Evening,1,0,2016,1,2,11,0,2016-01
25,2016-01-12,West Africa,Nigeria,Other maritime risk,Product tanker,0,Unknown,6.39916666666667,3.40277777777778,Night,1,1,2016,1,2,12,1,2016-01
24,2016-01-13,West Africa,Nigeria,Kidnap/ransom at sea,Fishing vessel,0,Off shore,4.91666666666667,5.5,Night,1,1,2016,1,2,13,2,2016-01
23,2016-01-14,West Africa,Nigeria,Armed robbery at sea,Supply vessel,0,Off shore,5.6,5.0,Afternoon,1,1,2016,1,2,14,3,2016-01
22,2016-01-14,West Africa,Nigeria,Kidnap/ransom at sea,Passenger vessel,0,Off shore,4.58333333333333,6.5,Afternoon,1,1,2016,1,2,14,3,2016-01
20,2016-01-15,West Africa,Nigeria,Armed robbery at sea,Tug,0,Off shore,4.08333333333333,5.41666666666667,Night,1,1,2016,1,2,15,4,2016-01
21,2016-01-15,South East Asia,Indonesia,Theft at anchorage,Supply vessel,0,Anchorage,0.733333333333333,104.15,Night,1,1,2016,1,2,15,4,2016-01
19,2016-01-16,Eastern Mediterranean,Iran,Other maritime risk,Fishing vessel,0,Unknown,26.5908202777778,50.9802236111111,Unknown,1,1,2016,1,2,16,5,2016-01
18,2016-01-17,South East Asia,Indonesia,"Failed attack, robbery",Fishing vessel,0,Off shore,4.05,105.85,Evening,1,0,2016,1,2,17,6,2016-01
16,2016-01-18,West Africa,Nigeria,Kidnap/ransom at sea,Passenger vessel,0,Off shore,4.56666666666667,6.26666666666667,Morning,1,1,2016,1,3,18,0,2016-01
17,2016-01-18,West Africa,Nigeria,Insurgency operation,Unknown vessel type,0,Unknown,5.6601247222222195,5.192488055555559,Unknown,1,1,2016,1,3,18,0,2016-01
14,2016-01-19,West Africa,Nigeria,"Failed attack, kidnap/ransom",Other,0,Off shore,3.95,5.03305555555556,Afternoon,1,0,2016,1,3,19,1,2016-01
13,2016-01-19,West Africa,Cote D'Ivoire,Armed robbery at anchorage,Merchant vessel,0,Anchorage,5.2166666666666694,-3.96666666666667,Evening,1,1,2016,1,3,19,1,2016-01
15,2016-01-19,West Africa,Congo,Armed robbery at anchorage,Merchant vessel,0,Anchorage,-3.55,11.5,Night,1,1,2016,1,3,19,1,2016-01
12,2016-01-21,Eastern Mediterranean,Yemen,Counter insurgency/military operation,Unknown vessel type,0,Unknown,15.1844763888889,42.6290988888889,Unknown,1,1,2016,1,3,21,3,2016-01
11,2016-01-21,West Africa,Nigeria,"Failed attack, robbery",Other,0,Off shore,4.25,8.33333333333333,Evening,1,0,2016,1,3,21,3,2016-01
10,2016-01-22,West Africa,Cote D'Ivoire,Theft at anchorage,Tanker,0,Anchorage,5.268678611111111,-3.96805444444444,Night,1,1,2016,1,3,22,4,2016-01
9,2016-01-23,South Asia,India,Theft at anchorage,Gas tanker,0,Anchorage,17.65,83.4,Morning,1,1,2016,1,3,23,5,2016-01
8,2016-01-24,West Africa,Congo,"Failed attack, theft",Product tanker,0,Anchorage,-4.1583333333333306,13.431666666666699,Night,1,0,2016,1,3,24,6,2016-01
7,2016-01-25,West Africa,Nigeria,Armed robbery at sea,Passenger vessel,0,Off shore,4.83333333333333,5.66666666666667,Unknown,1,1,2016,1,4,25,0,2016-01
6,2016-01-25,South Asia,India,Armed robbery at sea,Product tanker,0,Off shore,22.783333333333303,70.0333333333333,Night,1,1,2016,1,4,25,0,2016-01
5,2016-01-25,Americas,Venezuela,Theft at anchorage,General cargo vessel,0,Anchorage,10.2675,-63.4325,Evening,1,1,2016,1,4,25,0,2016-01
4,2016-01-27,East Africa,Somalia,Suspicious activity at sea,Unknown vessel type,0,Off shore,13.9987469444444,54.1127916666667,Unknown,1,0,2016,1,4,27,2,2016-01
3,2016-01-28,South Asia,India,"Failed attack, robbery",Product tanker,0,Anchorage,22.8166666666667,70.1166666666667,Night,1,0,2016,1,4,28,3,2016-01
2,2016-01-29,West Africa,Nigeria,Kidnap/ransom at sea,Product tanker,0,Off shore,2.5,5.75,Evening,1,1,2016,1,4,29,4,2016-01
1,2016-01-30,West Africa,Nigeria,"Failed attack, hijacking",Container ship,0,Off shore,3.0,6.25,Evening,1,0,2016,1,4,30,5,2016-01
79,2016-02-03,Americas,Peru,"Failed attack, theft",Product tanker,0,Anchorage,-12.0,-76.8,Night,1,0,2016,2,5,3,2,2016-02
78,2016-02-05,Americas,Guyana,Armed robbery at anchorage,Container ship,0,Anchorage,6.83853333333333,-57.8068844444444,Night,1,1,2016,2,5,5,4,2016-02
77,2016-02-05,West Africa,Nigeria,"Failed attack, robbery",Gas tanker,0,Off shore,4.16666666666667,7.0,Morning,1,0,2016,2,5,5,4,2016-02
76,2016-02-05,West Africa,Nigeria,"Failed attack, kidnap/ransom",Container ship,1,Off shore,4.05555555555556,6.88333333333333,Morning,1,0,2016,2,5,5,4,2016-02
75,2016-02-08,West Africa,Ghana,Hijacking at sea,Unknown vessel type,0,Off shore,5.16666666666667,1.0,Morning,1,1,2016,2,6,8,0,2016-02
74,2016-02-08,South Asia,India,"Failed attack, theft",Product tanker,0,Anchorage,22.783333333333303,70.0,Evening,1,0,2016,2,6,8,0,2016-02
73,2016-02-09,West Africa,Nigeria,Notice,Unknown vessel type,0,Unknown,3.5134211111111098,5.954589722222219,Unknown,1,0,2016,2,6,9,1,2016-02
72,2016-02-09,West Africa,Congo,Armed robbery at anchorage,Bulk carrier,0,Anchorage,-4.13333333333333,13.033333333333301,Night,1,1,2016,2,6,9,1,2016-02
71,2016-02-09,Eastern Mediterranean,Yemen,Insurgency operation,Unknown vessel type,0,Unknown,12.861343333333302,44.984893888888905,Morning,1,1,2016,2,6,9,1,2016-02
70,2016-02-09,West Africa,Ghana,Hijacking at sea,Unknown vessel type,0,Off shore,3.63333333333333,-0.683333333333333,Afternoon,1,1,2016,2,6,9,1,2016-02
69,2016-02-10,West Africa,Ghana,Hijacking at sea,Unknown vessel type,0,Off shore,4.15,-1.21666666666667,Morning,1,1,2016,2,6,10,2,2016-02
65,2016-02-11,West Africa,Cote D'Ivoire,Hijacking at sea,Tanker,0,Off shore,4.0,-4.0,Evening,1,1,2016,2,6,11,3,2016-02
66,2016-02-11,West Africa,Nigeria,"Failed attack, hijacking",Product tanker,0,Off shore,3.60194444444444,5.635,Afternoon,1,0,2016,2,6,11,3,2016-02
68,2016-02-11,North Africa,Libya,Anti-piracy/naval operation,Unknown vessel type,0,Unknown,32.8934258333333,22.5164794444444,Unknown,1,0,2016,2,6,11,3,2016-02
67,2016-02-11,West Africa,Cote D'Ivoire,Hijacking at sea,Unknown vessel type,0,Off shore,4.13666666666667,-3.97027777777778,Morning,1,1,2016,2,6,11,3,2016-02
64,2016-02-12,North Africa,Libya,Anti-piracy/naval operation,Tanker,0,Unknown,33.4418986111111,12.6823425,Evening,1,0,2016,2,6,12,4,2016-02
63,2016-02-13,West Africa,Ghana,Hijacking at sea,Unknown vessel type,0,Off shore,2.75,-0.933333333333333,Morning,1,1,2016,2,6,13,5,2016-02
58,2016-02-14,South Asia,India,"Failed attack, theft",Bulk carrier,0,Anchorage,22.766666666666698,70.0,Night,1,0,2016,2,6,14,6,2016-02
59,2016-02-14,West Africa,Nigeria,Suspicious activity at berth,Merchant vessel,0,Berth,6.43352444444445,3.3659361111111097,Night,1,0,2016,2,6,14,6,2016-02
60,2016-02-14,South East Asia,Philippines,Theft at anchorage,Product tanker,0,Anchorage,13.716666666666699,121.03333333333299,Night,1,1,2016,2,6,14,6,2016-02
61,2016-02-14,East Africa,Yemen,Anti-piracy/naval operation,Supply vessel,0,Unknown,16.8844327777778,42.5317130555556,Unknown,1,0,2016,2,6,14,6,2016-02
62,2016-02-14,West Africa,Togo,Hijacking at sea,Unknown vessel type,0,Off shore,3.27214555555556,1.38427722222222,Unknown,1,1,2016,2,6,14,6,2016-02
56,2016-02-15,South Asia,India,Theft at anchorage,Product tanker,0,Anchorage,22.033333333333303,88.1,Morning,1,1,2016,2,7,15,0,2016-02
57,2016-02-15,West Africa,Nigeria,Hijacking at sea,Unknown vessel type,0,Off shore,2.46666666666667,2.65,Unknown,1,1,2016,2,7,15,0,2016-02
54,2016-02-17,West Africa,Nigeria,Hijacking at sea,Tanker,0,Off shore,3.4166666666666696,3.4,Afternoon,1,1,2016,2,7,17,2,2016-02
55,2016-02-17,West Africa,Nigeria,Hijacking at sea,Tanker,0,Off shore,4.1,3.45,Morning,1,1,2016,2,7,17,2,2016-02
53,2016-02-18,West Africa,Nigeria,Hijacking at sea,Tanker,0,Off shore,1.6333333333333302,3.63333333333333,Afternoon,1,1,2016,2,7,18,3,2016-02
50,2016-02-19,West Africa,Nigeria,"Failed attack, kidnap/ransom",Fishing vessel,0,Off shore,4.5771094444444405,8.232193055555559,Afternoon,1,0,2016,2,7,19,4,2016-02
51,2016-02-19,West Africa,Nigeria,Insurgency operation,Unknown vessel type,0,Unknown,4.388175,5.98892222222222,Morning,1,1,2016,2,7,19,4,2016-02
49,2016-02-19,South Asia,India,"Failed attack, theft",Tug,0,Off shore,21.14,72.16,Afternoon,1,0,2016,2,7,19,4,2016-02
48,2016-02-19,West Africa,Nigeria,Anti-piracy/naval operation,Unknown vessel type,0,Unknown,1.6666666666666698,3.6666666666666696,Afternoon,1,0,2016,2,7,19,4,2016-02
52,2016-02-19,South Asia,Bangladesh,Kidnap/ransom at sea,Unknown vessel type,0,Off shore,21.8602777777778,89.94638888888892,Unknown,1,1,2016,2,7,19,4,2016-02
47,2016-02-20,East Africa,Yemen,Suspicious activity at sea,Bulk carrier,0,Off shore,14.7,51.4666666666667,Night,1,0,2016,2,7,20,5,2016-02
46,2016-02-20,West Africa,Equatorial Guinea,Suspicious activity at sea,Unknown vessel type,0,Off shore,2.53333333333333,8.21666666666667,Afternoon,1,0,2016,2,7,20,5,2016-02
45,2016-02-23,West Africa,Nigeria,Kidnap/ransom at sea,Supply vessel,0,Off shore,3.81666666666667,5.33333333333333,Morning,1,1,2016,2,8,23,1,2016-02
44,2016-02-25,East Africa,Somalia,Suspicious activity at sea,Unknown vessel type,0,Off shore,13.7683333333333,51.1841666666667,Morning,1,0,2016,2,8,25,3,2016-02
43,2016-02-26,West Africa,Nigeria,Armed robbery at sea,Supply vessel,0,Off shore,4.11666666666667,4.9666666666666694,Afternoon,1,1,2016,2,8,26,4,2016-02
42,2016-02-26,West Africa,Nigeria,Kidnap/ransom at sea,Supply vessel,0,Off shore,4.35051805555555,5.225372222222219,Evening,1,1,2016,2,8,26,4,2016-02
41,2016-02-29,West Africa,Nigeria,Armed robbery at sea,Passenger vessel,0,Off shore,5.41532444444444,5.50689694444444,Morning,1,1,2016,2,9,29,0,2016-02
40,2016-02-29,North Africa,Libya,Counter insurgency/military operation,Unknown vessel type,0,Unknown,31.213916388888897,16.6320991666667,Morning,1,1,2016,2,9,29,0,2016-02
106,2016-03-01,West Africa,Nigeria,Armed robbery at sea,Passenger vessel,0,Off shore,4.839206944444441,8.24249277777778,Morning,1,1,2016,3,9,1,1,2016-03
104,2016-03-02,West Africa,Ghana,Notice,Unknown vessel type,0,Unknown,5.60743861111111,-0.0365280555555556,Unknown,1,0,2016,3,9,2,2,2016-03
105,2016-03-02,Eastern Mediterranean,Yemen,Other maritime risk,Unknown vessel type,0,Unknown,14.8863961111111,42.9208375,Unknown,1,1,2016,3,9,2,2,2016-03
103,2016-03-03,East Africa,Kenya,Armed robbery at anchorage,Product tanker,0,Anchorage,-3.9166666666666696,39.6722222222222,Night,1,1,2016,3,9,3,3,2016-03
101,2016-03-04,South East Asia,Indonesia,Theft at anchorage,Bulk carrier,0,Anchorage,-5.9295475,106.759768333333,Afternoon,1,1,2016,3,9,4,4,2016-03
102,2016-03-04,South Asia,Bangladesh,Kidnap/ransom at sea,Unknown vessel type,0,Off shore,20.755085555555603,89.25567611111109,Unknown,1,1,2016,3,9,4,4,2016-03
100,2016-03-05,West Africa,Nigeria,Kidnap/ransom at sea,Product tanker,0,Off shore,4.0958333333333306,6.704444444444441,Unknown,1,1,2016,3,9,5,5,2016-03
99,2016-03-09,West Africa,Congo,"Failed attack, theft",Other,0,Berth,-4.125555555555549,13.038333333333302,Night,1,0,2016,3,10,9,2,2016-03
98,2016-03-10,South Asia,Bangladesh,Anti-piracy/naval operation,Unknown vessel type,0,Unknown,21.8640477777778,89.7445677777778,Morning,1,0,2016,3,10,10,3,2016-03
97,2016-03-11,West Africa,Nigeria,Other maritime risk,Product tanker,0,Berth,6.39916666666667,3.40277777777778,Night,1,1,2016,3,10,11,4,2016-03
95,2016-03-11,West Africa,Nigeria,"Failed attack, kidnap/ransom",Bulk carrier,0,Off shore,3.5,5.05,Evening,1,0,2016,3,10,11,4,2016-03
96,2016-03-11,West Africa,Nigeria,"Failed attack, kidnap/ransom",Crude oil tanker,0,Off shore,2.86666666666667,4.85,Afternoon,1,0,2016,3,10,11,4,2016-03
94,2016-03-12,West Africa,Nigeria,Kidnap/ransom at sea,Fishing vessel,0,Off shore,2.6138888888888903,6.10833333333333,Afternoon,1,1,2016,3,10,12,5,2016-03
92,2016-03-13,West Africa,Nigeria,Suspicious activity at sea,Product tanker,0,Off shore,6.3347222222222195,3.3333333333333304,Evening,1,0,2016,3,10,13,6,2016-03
93,2016-03-13,West Africa,Cote D'Ivoire,"Terrorist attack, other, maritime",Unknown vessel type,0,Unknown,5.19456305555556,-2.2647236111111098,Afternoon,1,1,2016,3,10,13,6,2016-03
91,2016-03-14,East Africa,Somalia,Insurgency operation,Unknown vessel type,0,Unknown,6.94169416666667,49.32312,Unknown,1,1,2016,3,11,14,0,2016-03
90,2016-03-15,Americas,Argentina,Anti-piracy/naval operation,Fishing vessel,0,Unknown,-40.2077175,-59.7580038888889,Unknown,1,0,2016,3,11,15,1,2016-03
89,2016-03-17,West Africa,Nigeria,Insurgency operation,Unknown vessel type,0,Unknown,4.679358611111111,6.777191111111111,Morning,1,1,2016,3,11,17,3,2016-03
88,2016-03-21,South East Asia,Malaysia,Anti-piracy/naval operation,Unknown vessel type,0,Unknown,2.96498444444444,100.426025277778,Morning,1,0,2016,3,12,21,0,2016-03
86,2016-03-22,South East Asia,Indonesia,Armed robbery at anchorage,Bulk carrier,0,Anchorage,-4.1025,106.872222222222,Night,1,1,2016,3,12,22,1,2016-03
87,2016-03-22,South East Asia,Indonesia,Theft at berth,Product tanker,0,Berth,1.44194444444444,125.196388888889,Evening,1,1,2016,3,12,22,1,2016-03
85,2016-03-23,Americas,Peru,Theft at anchorage,Other,0,Anchorage,-11.983333333333302,-76.8,Evening,1,1,2016,3,12,23,2,2016-03
84,2016-03-26,South East Asia,Malaysia,Kidnap/ransom at sea,Tug,0,Off shore,4.81555555555556,119.21472222222201,Afternoon,1,1,2016,3,12,26,5,2016-03
83,2016-03-26,West Africa,Nigeria,Kidnap/ransom at sea,Product tanker,0,Off shore,4.33333333333333,5.16666666666667,Night,1,1,2016,3,12,26,5,2016-03
82,2016-03-27,North East Asia,China,Theft at berth,Bulk carrier,0,Berth,32.2666666666667,119.416666666667,Unknown,1,1,2016,3,12,27,6,2016-03
81,2016-03-30,South East Asia,Indonesia,"Failed attack, theft",Bulk carrier,0,Anchorage,-6.0,106.9,Night,1,0,2016,3,13,30,2,2016-03
80,2016-03-30,West Africa,Benin,Suspicious activity at sea,Product tanker,0,Off shore,5.86805555555556,2.2002777777777798,Night,1,0,2016,3,13,30,2,2016-03
156,2016-04-01,South Asia,Bangladesh,Anti-piracy/naval operation,Unknown vessel type,0,Unknown,21.5655019444444,90.03845222222219,Unknown,1,0,2016,4,13,1,4,2016-04
153,2016-04-01,West Africa,Nigeria,"Failed attack, kidnap/ransom",Product tanker,0,Off shore,3.9,5.7,Morning,1,0,2016,4,13,1,4,2016-04
154,2016-04-01,South East Asia,Indonesia,Theft at anchorage,Bulk carrier,0,Anchorage,-0.24944444444444397,117.568888888889,Night,1,1,2016,4,13,1,4,2016-04
155,2016-04-01,West Africa,Cameroon,Insurgency operation,Unknown vessel type,0,Unknown,4.6614636111111105,8.51758,Evening,1,1,2016,4,13,1,4,2016-04
152,2016-04-01,South East Asia,Malaysia,Kidnap/ransom at sea,Tug,0,Off shore,4.132222222222221,118.93805555555599,Evening,1,1,2016,4,13,1,4,2016-04
151,2016-04-03,Eastern Mediterranean,Yemen,Counter insurgency/military operation,Unknown vessel type,0,Unknown,14.5357327777778,49.1384125,Unknown,1,1,2016,4,13,3,6,2016-04
150,2016-04-03,South East Asia,Indonesia,"Failed attack, theft",Container ship,0,Anchorage,-4.01555555555556,106.900833333333,Evening,1,0,2016,4,13,3,6,2016-04
149,2016-04-05,West Africa,Nigeria,Armed robbery at sea,Other,0,Off shore,4.7,6.7833333333333306,Unknown,1,1,2016,4,14,5,1,2016-04
